,material_id,shg,pretty_formula,elements,cif,spacegroup_number
403,mp-2964,6.766096173438331,NaNO2,"['Na', 'N', 'O']","# generated using pymatgen
data_NaNO2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.50240000
_cell_length_b   4.23319347
_cell_length_c   4.23319347
_cell_angle_alpha   78.88805899
_cell_angle_beta   65.56359651
_cell_angle_gamma   65.56359651
_symmetry_Int_Tables_number   1
_chemical_formula_structural   NaNO2
_chemical_formula_sum   'Na1 N1 O2'
_cell_volume   52.00428131
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  N  N0  1  0.12277000  0.87723000  0.87723000  1
  Na  Na1  1  0.58833000  0.41167000  0.41167000  1
  O  O2  1  0.00000000  0.80354000  0.19646000  1
  O  O3  1  0.00000000  0.19646000  0.80354000  1
",44
149,mp-11674,6.281692279043247,Al2Se3,"['Al', 'Se']","# generated using pymatgen
data_Al2Se3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   6.73000000
_cell_length_b   6.74009087
_cell_length_c   7.32000000
_cell_angle_alpha   116.58685919
_cell_angle_beta   90.00000000
_cell_angle_gamma   119.95048729
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Al2Se3
_chemical_formula_sum   'Al4 Se6'
_cell_volume   246.34754683
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Al  Al0  1  0.62490000  0.08320000  0.12500000  1
  Al  Al1  1  0.45830000  0.08320000  0.62500000  1
  Al  Al2  1  0.29160000  0.41660000  0.12500000  1
  Al  Al3  1  0.12500000  0.41660000  0.62500000  1
  Se  Se4  1  0.91670000  0.00000000  0.00000000  1
  Se  Se5  1  0.08330000  0.00000000  0.50000000  1
  Se  Se6  1  0.58340000  0.33340000  0.00000000  1
  Se  Se7  1  0.75000000  0.33340000  0.50000000  1
  Se  Se8  1  0.25000000  0.66660000  1.00000000  1
  Se  Se9  1  0.41660000  0.66660000  0.50000000  1
",9
124,mp-642725,0.2746728993062928,CaHClO,"['Ca', 'H', 'Cl', 'O']","# generated using pymatgen
data_CaHClO
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.86799989
_cell_length_b   3.86799989
_cell_length_c   9.90100000
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   120.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   CaHClO
_chemical_formula_sum   'Ca2 H2 Cl2 O2'
_cell_volume   128.28698473
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ca  Ca0  1  0.66666667  0.33333333  0.50000000  1
  Ca  Ca1  1  0.33333333  0.66666667  0.00000000  1
  H  H2  1  0.00000000  0.00000000  0.67330000  1
  H  H3  1  0.00000000  0.00000000  0.17330000  1
  Cl  Cl4  1  0.66666667  0.33333333  0.80480000  1
  Cl  Cl5  1  0.33333333  0.66666667  0.30480000  1
  O  O6  1  0.00000000  0.00000000  0.57370000  1
  O  O7  1  0.00000000  0.00000000  0.07370000  1
",186
439,mp-4690,0.2332519244486371,K3TaO8,"['K', 'Ta', 'O']","# generated using pymatgen
data_K3TaO8
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   6.22840922
_cell_length_b   6.22840922
_cell_length_c   6.22840922
_cell_angle_alpha   100.93454500
_cell_angle_beta   113.90092035
_cell_angle_gamma   113.90092035
_symmetry_Int_Tables_number   1
_chemical_formula_structural   K3TaO8
_chemical_formula_sum   'K3 Ta1 O8'
_cell_volume   182.96818603
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  K  K0  1  0.50000000  0.75000000  0.25000000  1
  K  K1  1  0.50000000  0.25000000  0.75000000  1
  K  K2  1  0.00000000  0.50000000  0.50000000  1
  O  O3  1  0.00000000  0.67250000  0.95270000  1
  O  O4  1  0.28020000  0.32750000  0.32750000  1
  O  O5  1  0.71980000  0.04730000  0.04730000  1
  O  O6  1  0.00000000  0.95270000  0.67250000  1
  O  O7  1  0.00000000  0.76900000  0.19500000  1
  O  O8  1  0.42600000  0.23100000  0.23100000  1
  O  O9  1  0.57400000  0.80500000  0.80500000  1
  O  O10  1  0.00000000  0.19500000  0.76900000  1
  Ta  Ta11  1  0.00000000  0.00000000  0.00000000  1
",121
527,mp-18929,0.3611267665558502,BaV2O6,"['Ba', 'V', 'O']","# generated using pymatgen
data_BaV2O6
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   7.59862527
_cell_length_b   7.59862527
_cell_length_c   7.91600000
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   112.14723025
_symmetry_Int_Tables_number   1
_chemical_formula_structural   BaV2O6
_chemical_formula_sum   'Ba3 V6 O18'
_cell_volume   423.33984306
_cell_formula_units_Z   3
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ba  Ba0  1  0.66490258  0.33509742  0.50000000  1
  Ba  Ba1  1  0.33509742  0.66490258  0.50000000  1
  Ba  Ba2  1  0.50000000  0.50000000  0.00000000  1
  O  O3  1  0.64392856  0.91222671  0.06133528  1
  O  O4  1  0.35607144  0.08777329  0.06133528  1
  O  O5  1  0.91222671  0.64392856  0.93866472  1
  O  O6  1  0.08777329  0.35607144  0.93866472  1
  O  O7  1  0.67188231  0.99311288  0.40985332  1
  O  O8  1  0.32811769  0.00688712  0.40985332  1
  O  O9  1  0.99311288  0.67188231  0.59014668  1
  O  O10  1  0.00688712  0.32811769  0.59014668  1
  O  O11  1  0.37137844  0.81922549  0.81783891  1
  O  O12  1  0.00000000  0.00000000  0.75303920  1
  O  O13  1  0.00000000  0.00000000  0.24696080  1
  O  O14  1  0.33224038  0.33381363  0.70203139  1
  O  O15  1  0.66775962  0.66618637  0.70203139  1
  O  O16  1  0.62862156  0.18077451  0.81783891  1
  O  O17  1  0.66618637  0.66775962  0.29796861  1
  O  O18  1  0.18077451  0.62862156  0.18216109  1
  O  O19  1  0.81922549  0.37137844  0.18216109  1
  O  O20  1  0.33381363  0.33224038  0.29796861  1
  V  V21  1  0.50000000  0.00000000  0.93560041  1
  V  V22  1  1.00000000  0.50000000  0.06439959  1
  V  V23  1  0.24907701  0.10091932  0.25815981  1
  V  V24  1  0.75092299  0.89908067  0.25815981  1
  V  V25  1  0.89908067  0.75092299  0.74184019  1
  V  V26  1  0.10091933  0.24907701  0.74184019  1
",21
272,mp-27640,1.8032762485974083,Cd(IO3)2,"['Cd', 'I', 'O']","# generated using pymatgen
data_Cd(IO3)2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.58200000
_cell_length_b   5.85600000
_cell_length_c   17.47000000
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Cd(IO3)2
_chemical_formula_sum   'Cd4 I8 O24'
_cell_volume   571.06271424
_cell_formula_units_Z   4
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Cd  Cd0  1  0.70714000  0.17191000  0.09346000  1
  Cd  Cd1  1  0.20714000  0.32809000  0.90654000  1
  Cd  Cd2  1  0.29286000  0.67191000  0.40654000  1
  Cd  Cd3  1  0.79286000  0.82809000  0.59346000  1
  I  I4  1  0.24557000  0.78583000  0.70870000  1
  I  I5  1  0.74557000  0.71417000  0.29130000  1
  I  I6  1  0.75443000  0.28583000  0.79130000  1
  I  I7  1  0.25443000  0.21417000  0.20870000  1
  I  I8  1  0.02919000  0.63699000  0.07754000  1
  I  I9  1  0.52919000  0.86301000  0.92246000  1
  I  I10  1  0.97081000  0.13699000  0.42246000  1
  I  I11  1  0.47081000  0.36301000  0.57754000  1
  O  O12  1  0.54560000  0.60230000  0.51480000  1
  O  O13  1  0.04560000  0.89770000  0.48520000  1
  O  O14  1  0.45440000  0.10230000  0.98520000  1
  O  O15  1  0.95440000  0.39770000  0.01480000  1
  O  O16  1  0.60700000  0.49430000  0.66130000  1
  O  O17  1  0.10700000  0.00570000  0.33870000  1
  O  O18  1  0.39300000  0.99430000  0.83870000  1
  O  O19  1  0.89300000  0.50570000  0.16130000  1
  O  O20  1  0.71960000  0.18310000  0.54820000  1
  O  O21  1  0.21960000  0.31690000  0.45180000  1
  O  O22  1  0.28040000  0.68310000  0.95180000  1
  O  O23  1  0.78040000  0.81690000  0.04820000  1
  O  O24  1  0.04170000  0.02030000  0.16500000  1
  O  O25  1  0.54170000  0.47970000  0.83500000  1
  O  O26  1  0.95830000  0.52030000  0.33500000  1
  O  O27  1  0.45830000  0.97970000  0.66500000  1
  O  O28  1  0.36450000  0.36940000  0.12490000  1
  O  O29  1  0.86450000  0.13060000  0.87510000  1
  O  O30  1  0.63550000  0.86940000  0.37510000  1
  O  O31  1  0.13550000  0.63060000  0.62490000  1
  O  O32  1  0.51850000  0.03270000  0.20810000  1
  O  O33  1  0.01850000  0.46730000  0.79190000  1
  O  O34  1  0.48150000  0.53270000  0.29190000  1
  O  O35  1  0.98150000  0.96730000  0.70810000  1
",19
404,mp-28295,7.468775491253786,CsIO3,"['Cs', 'I', 'O']","# generated using pymatgen
data_CsIO3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   6.61300000
_cell_length_b   4.67600000
_cell_length_c   6.61300000
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   CsIO3
_chemical_formula_sum   'Cs2 I2 O6'
_cell_volume   204.48975181
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Cs  Cs0  1  0.00000000  0.48500000  0.48500000  1
  Cs  Cs1  1  0.50000000  0.51500000  0.98500000  1
  I  I2  1  0.00000000  0.00000000  0.00000000  1
  I  I3  1  0.50000000  0.00000000  0.50000000  1
  O  O4  1  0.50000000  0.61400000  0.47600000  1
  O  O5  1  0.29100000  0.03400000  0.67600000  1
  O  O6  1  0.70900000  0.03400000  0.67600000  1
  O  O7  1  0.79100000  0.96600000  0.17600000  1
  O  O8  1  0.00000000  0.38600000  0.97600000  1
  O  O9  1  0.20900000  0.96600000  0.17600000  1
",31
244,mp-559961,0.7254527988278863,Tl2SeO4,"['Tl', 'Se', 'O']","# generated using pymatgen
data_Tl2SeO4
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   6.23330000
_cell_length_b   7.82800000
_cell_length_c   10.53300000
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Tl2SeO4
_chemical_formula_sum   'Tl8 Se4 O16'
_cell_volume   513.95007119
_cell_formula_units_Z   4
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Tl  Tl0  1  0.47339000  0.74345000  0.28367000  1
  Tl  Tl1  1  0.97339000  0.75655000  0.71633000  1
  Tl  Tl2  1  0.97902000  0.92229000  0.08030000  1
  Tl  Tl3  1  0.02661000  0.25655000  0.78367000  1
  Tl  Tl4  1  0.52098000  0.07771000  0.58030000  1
  Tl  Tl5  1  0.52661000  0.24345000  0.21633000  1
  Tl  Tl6  1  0.02098000  0.42229000  0.41970000  1
  Tl  Tl7  1  0.47902000  0.57771000  0.91970000  1
  Se  Se8  1  0.99120000  0.45670000  0.08328000  1
  Se  Se9  1  0.49120000  0.04330000  0.91672000  1
  Se  Se10  1  0.00880000  0.95670000  0.41672000  1
  Se  Se11  1  0.50880000  0.54330000  0.58328000  1
  O  O12  1  0.42300000  0.24500000  0.94490000  1
  O  O13  1  0.29700000  0.52800000  0.67770000  1
  O  O14  1  0.45300000  0.45110000  0.44630000  1
  O  O15  1  0.70300000  0.02800000  0.82230000  1
  O  O16  1  0.21700000  0.04800000  0.34940000  1
  O  O17  1  0.04700000  0.54890000  0.94630000  1
  O  O18  1  0.07700000  0.75500000  0.44490000  1
  O  O19  1  0.54700000  0.95110000  0.05370000  1
  O  O20  1  0.20300000  0.47200000  0.17770000  1
  O  O21  1  0.79700000  0.97200000  0.32230000  1
  O  O22  1  0.28300000  0.95200000  0.84940000  1
  O  O23  1  0.92300000  0.25500000  0.05510000  1
  O  O24  1  0.71700000  0.45200000  0.65060000  1
  O  O25  1  0.57700000  0.74500000  0.55510000  1
  O  O26  1  0.95300000  0.04890000  0.55370000  1
  O  O27  1  0.78300000  0.54800000  0.15060000  1
",19
470,mp-626799,0.4522748710453234,ReH3O5,"['Re', 'H', 'O']","# generated using pymatgen
data_ReH3O5
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.83200000
_cell_length_b   5.83200000
_cell_length_c   7.67180948
_cell_angle_alpha   112.33943470
_cell_angle_beta   112.33943470
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   ReH3O5
_chemical_formula_sum   'Re2 H6 O10'
_cell_volume   220.03187950
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Re  Re0  1  0.87500000  0.12500000  0.25000000  1
  Re  Re1  1  0.12500000  0.87500000  0.75000000  1
  H  H2  1  0.48107800  0.78876500  0.29527700  1
  H  H3  1  0.35378700  0.46509600  0.12916200  1
  H  H4  1  0.33593400  0.64621300  0.37083800  1
  H  H5  1  0.50651100  0.48107700  0.79527600  1
  H  H6  1  0.66406600  0.35378700  0.62916200  1
  H  H7  1  0.72462500  0.33593400  0.87083800  1
  O  O8  1  0.37500000  0.62500000  0.25000000  1
  O  O9  1  0.62500000  0.37500000  0.75000000  1
  O  O10  1  0.73660000  0.31440000  0.40480000  1
  O  O11  1  0.16820000  0.09040000  0.40480000  1
  O  O12  1  0.31440000  0.16820000  0.90480000  1
  O  O13  1  0.09040000  0.73660000  0.90480000  1
  O  O14  1  0.26340000  0.68560000  0.59520000  1
  O  O15  1  0.83180000  0.90960000  0.59520000  1
  O  O16  1  0.68560000  0.83180000  0.09520000  1
  O  O17  1  0.90960000  0.26340000  0.09520000  1
",1
490,mp-8537,1.0468801736011029e-12,S(OF)2,"['S', 'O', 'F']","# generated using pymatgen
data_S(OF)2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.17600000
_cell_length_b   5.17600000
_cell_length_c   11.68500000
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   S(OF)2
_chemical_formula_sum   'S4 O8 F8'
_cell_volume   313.05255456
_cell_formula_units_Z   4
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  S  S0  1  0.92111000  0.92111000  0.50000000  1
  S  S1  1  0.57889000  0.42111000  0.75000000  1
  S  S2  1  0.42111000  0.57889000  0.25000000  1
  S  S3  1  0.07889000  0.07889000  0.00000000  1
  O  O4  1  0.99060000  0.67560000  0.46383000  1
  O  O5  1  0.00940000  0.32440000  0.96383000  1
  O  O6  1  0.67560000  0.99060000  0.53617000  1
  O  O7  1  0.17560000  0.50940000  0.21383000  1
  O  O8  1  0.49060000  0.82440000  0.28617000  1
  O  O9  1  0.32440000  0.00940000  0.03617000  1
  O  O10  1  0.82440000  0.49060000  0.71383000  1
  O  O11  1  0.50940000  0.17560000  0.78617000  1
  F  F12  1  0.61010000  0.49820000  0.15780000  1
  F  F13  1  0.11010000  0.00180000  0.59220000  1
  F  F14  1  0.99820000  0.88990000  0.90780000  1
  F  F15  1  0.00180000  0.11010000  0.40780000  1
  F  F16  1  0.50180000  0.38990000  0.34220000  1
  F  F17  1  0.88990000  0.99820000  0.09220000  1
  F  F18  1  0.38990000  0.50180000  0.65780000  1
  F  F19  1  0.49820000  0.61010000  0.84220000  1
",92
533,mp-555434,9.679186395048816e-12,As2O5,"['As', 'O']","# generated using pymatgen
data_As2O5
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   8.57200000
_cell_length_b   8.57200000
_cell_length_c   4.63600000
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   As2O5
_chemical_formula_sum   'As8 O20'
_cell_volume   340.64949702
_cell_formula_units_Z   4
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  As  As0  1  0.09800000  0.09800000  0.50000000  1
  As  As1  1  0.71690000  0.71690000  0.50000000  1
  As  As2  1  0.28310000  0.28310000  0.00000000  1
  As  As3  1  0.78310000  0.21690000  0.75000000  1
  As  As4  1  0.59800000  0.40200000  0.25000000  1
  As  As5  1  0.90200000  0.90200000  0.00000000  1
  As  As6  1  0.21690000  0.78310000  0.25000000  1
  As  As7  1  0.40200000  0.59800000  0.75000000  1
  O  O8  1  0.47500000  0.25350000  0.08560000  1
  O  O9  1  0.52500000  0.74650000  0.58560000  1
  O  O10  1  0.73990000  0.84430000  0.23230000  1
  O  O11  1  0.05340000  0.94660000  0.75000000  1
  O  O12  1  0.44660000  0.44660000  0.50000000  1
  O  O13  1  0.15570000  0.26010000  0.26770000  1
  O  O14  1  0.94660000  0.05340000  0.25000000  1
  O  O15  1  0.24650000  0.97500000  0.33560000  1
  O  O16  1  0.34430000  0.76010000  0.98230000  1
  O  O17  1  0.65570000  0.23990000  0.48230000  1
  O  O18  1  0.97500000  0.24650000  0.66440000  1
  O  O19  1  0.55340000  0.55340000  0.00000000  1
  O  O20  1  0.84430000  0.73990000  0.76770000  1
  O  O21  1  0.76010000  0.34430000  0.01770000  1
  O  O22  1  0.74650000  0.52500000  0.41440000  1
  O  O23  1  0.26010000  0.15570000  0.73230000  1
  O  O24  1  0.23990000  0.65570000  0.51770000  1
  O  O25  1  0.75350000  0.02500000  0.83560000  1
  O  O26  1  0.02500000  0.75350000  0.16440000  1
  O  O27  1  0.25350000  0.47500000  0.91440000  1
",92
428,mp-29946,6.908262332461274,IO2F,"['I', 'O', 'F']","# generated using pymatgen
data_IO2F
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.44200000
_cell_length_b   5.66700000
_cell_length_c   7.69000000
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.00000000
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   IO2F
_chemical_formula_sum   'I4 O8 F4'
_cell_volume   237.15816966
_cell_formula_units_Z   4
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  I  I0  1  0.79471000  0.39990000  0.66435000  1
  I  I1  1  0.29471000  0.10010000  0.33565000  1
  I  I2  1  0.20529000  0.89990000  0.83565000  1
  I  I3  1  0.70529000  0.60010000  0.16435000  1
  O  O4  1  0.89540000  0.33580000  0.45020000  1
  O  O5  1  0.39540000  0.16420000  0.54980000  1
  O  O6  1  0.10460000  0.83580000  0.04980000  1
  O  O7  1  0.60460000  0.66420000  0.95020000  1
  O  O8  1  0.06310000  0.55370000  0.74310000  1
  O  O9  1  0.43690000  0.44630000  0.24310000  1
  O  O10  1  0.93690000  0.05370000  0.75690000  1
  O  O11  1  0.56310000  0.94630000  0.25690000  1
  F  F12  1  0.86590000  0.32210000  0.08460000  1
  F  F13  1  0.13410000  0.82210000  0.41540000  1
  F  F14  1  0.36590000  0.17790000  0.91540000  1
  F  F15  1  0.63410000  0.67790000  0.58460000  1
",19
114,mp-5518,54.193473252377885,GaAgSe2,"['Ga', 'Ag', 'Se']","# generated using pymatgen
data_GaAgSe2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.99210000
_cell_length_b   6.89656099
_cell_length_c   5.99210000
_cell_angle_alpha   115.74881739
_cell_angle_beta   90.00000000
_cell_angle_gamma   115.74881739
_symmetry_Int_Tables_number   1
_chemical_formula_structural   GaAgSe2
_chemical_formula_sum   'Ga2 Ag2 Se4'
_cell_volume   195.37848546
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ag  Ag0  1  0.00000000  0.00000000  0.00000000  1
  Ag  Ag1  1  0.25000000  0.50000000  0.75000000  1
  Ga  Ga2  1  0.75000000  0.50000000  0.25000000  1
  Ga  Ga3  1  0.50000000  0.00000000  0.50000000  1
  Se  Se4  1  0.62500000  0.75000000  0.16330000  1
  Se  Se5  1  0.83670000  0.25000000  0.87500000  1
  Se  Se6  1  0.12500000  0.75000000  0.58670000  1
  Se  Se7  1  0.41330000  0.25000000  0.37500000  1
",122
141,mp-16577,0.1989716132395715,Li2CaHfF8,"['Li', 'Ca', 'Hf', 'F']","# generated using pymatgen
data_Li2CaHfF8
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.10630000
_cell_length_b   5.10630000
_cell_length_c   6.38200624
_cell_angle_alpha   113.58158249
_cell_angle_beta   113.58158249
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Li2CaHfF8
_chemical_formula_sum   'Li2 Ca1 Hf1 F8'
_cell_volume   137.21339488
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ca  Ca0  1  0.00000000  0.00000000  0.00000000  1
  F  F1  1  0.63360000  0.60900000  0.64080000  1
  F  F2  1  0.55700000  0.12250000  0.82040000  1
  F  F3  1  0.39100000  0.99280000  0.35920000  1
  F  F4  1  0.96820000  0.36640000  0.35920000  1
  F  F5  1  0.00720000  0.03180000  0.64080000  1
  F  F6  1  0.87750000  0.73660000  0.17960000  1
  F  F7  1  0.26340000  0.69790000  0.82040000  1
  F  F8  1  0.30210000  0.44300000  0.17960000  1
  Hf  Hf9  1  0.25000000  0.75000000  0.50000000  1
  Li  Li10  1  0.75000000  0.25000000  0.50000000  1
  Li  Li11  1  0.50000000  0.50000000  0.00000000  1
",82
318,mp-639506,0.008716686434105,SiO2,"['Si', 'O']","# generated using pymatgen
data_SiO2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   8.16500000
_cell_length_b   9.20000000
_cell_length_c   10.61119292
_cell_angle_alpha   64.30982829
_cell_angle_beta   67.37269453
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   SiO2
_chemical_formula_sum   'Si12 O24'
_cell_volume   649.54534600
_cell_formula_units_Z   12
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  O  O0  1  0.25000000  0.80860000  0.00000000  1
  O  O1  1  0.75000000  0.69140000  0.00000000  1
  O  O2  1  0.41390000  0.97730000  0.07860000  1
  O  O3  1  0.99250000  0.52270000  0.92140000  1
  O  O4  1  0.08610000  0.05590000  0.92140000  1
  O  O5  1  0.50750000  0.44410000  0.07860000  1
  O  O6  1  0.11020000  0.76580000  0.28380000  1
  O  O7  1  0.89400000  0.73420000  0.71620000  1
  O  O8  1  0.38980000  0.04960000  0.71620000  1
  O  O9  1  0.60600000  0.45040000  0.28380000  1
  O  O10  1  0.40840000  0.65840000  0.18320000  1
  O  O11  1  0.09160000  0.84160000  0.81680000  1
  O  O12  1  0.84720000  0.88510000  0.21000000  1
  O  O13  1  0.55720000  0.61490000  0.79000000  1
  O  O14  1  0.65280000  0.09510000  0.79000000  1
  O  O15  1  0.94280000  0.40490000  0.21000000  1
  O  O16  1  0.75000000  0.09450000  0.00000000  1
  O  O17  1  0.25000000  0.40550000  0.00000000  1
  O  O18  1  0.95300000  0.20300000  0.09400000  1
  O  O19  1  0.54700000  0.29700000  0.90600000  1
  O  O20  1  0.68400000  0.93400000  0.63200000  1
  O  O21  1  0.81600000  0.56600000  0.36800000  1
  O  O22  1  0.80020000  0.75000000  0.50000000  1
  O  O23  1  0.69980000  0.25000000  0.50000000  1
  Si  Si24  1  0.29690000  0.80140000  0.13660000  1
  Si  Si25  1  0.93350000  0.69860000  0.86340000  1
  Si  Si26  1  0.20310000  0.93800000  0.86340000  1
  Si  Si27  1  0.56650000  0.56200000  0.13660000  1
  Si  Si28  1  0.90930000  0.06000000  0.05620000  1
  Si  Si29  1  0.46550000  0.44000000  0.94380000  1
  Si  Si30  1  0.59070000  0.11620000  0.94380000  1
  Si  Si31  1  0.03450000  0.38380000  0.05620000  1
  Si  Si32  1  0.73370000  0.75670000  0.66060000  1
  Si  Si33  1  0.89430000  0.74330000  0.33940000  1
  Si  Si34  1  0.76630000  0.41730000  0.33940000  1
  Si  Si35  1  0.60570000  0.08270000  0.66060000  1
",24
